Date,NO2,O3,PM2.5,PM10
2023-05-30,20.663498954601103,76.21142708365123,11.97153330574728,16.941826868819657
2023-05-31,22.61383233589266,74.65879648284323,12.83398144637676,18.888114274583774
2023-06-01,22.94518962350845,75.72687833316584,12.946822160625588,18.672347668221697
2023-06-02,22.75088006590785,76.12022644186638,12.88096635906392,18.9980946087759
2023-06-03,22.54611335084573,74.8059076068982,13.248291273948904,19.05307864021132
2023-06-04,22.447760045433057,76.01155096703073,13.913185290720056,20.53868212820436
2023-06-05,22.424596995369257,76.25553454914183,14.843579862520178,21.72772818028077
2023-06-06,22.42997321161797,75.06894073171001,15.323645952298676,23.138604552239315
2023-06-07,22.43866263431753,76.31916930157618,15.405829413619658,23.145431406209383
2023-06-08,22.44345632630198,76.38608696295303,14.899181159923334,22.768520289293296
2023-06-09,22.44486418523764,75.3150799610025,14.439947341305665,21.609020855319606
2023-06-10,22.444793298341743,76.57770833755352,14.170612829639891,21.197532967338304
2023-06-11,22.44444052123526,76.47642401024855,14.445403792633874,21.18848621507682
2023-06-12,22.4442140607105,75.52656861014779,14.932796416549094,22.17661421452048
2023-06-13,22.444135079388715,76.7824060738363,15.411557983556024,22.99409695266913
2023-06-14,22.444129880350527,76.52953062439731,15.502014944711046,23.618627191315262
2023-06-15,22.444143382579615,75.70734589795794,15.218014017637335,23.24124247367389
2023-06-16,22.444153759728287,76.94044777767097,14.754247812811215,22.54865210979051
2023-06-17,22.444157954330283,76.55419569256301,14.42954853355239,21.64451309614129
2023-06-18,22.44415858693578,75.86391620688225,14.46962397521962,21.446435022219536
2023-06-19,22.44415811417105,77.05980614414052,14.79634229972204,21.756101249143992
2023-06-20,22.444157653473766,76.55861436655007,15.216707896958845,22.62784518495021
2023-06-21,22.44415743988309,76.0017857438721,15.403316913733915,23.23562939495167
2023-06-22,22.44415739304036,77.14729605639909,15.294449010023136,23.42952659578115
2023-06-23,22.44415740708684,76.5494275228072,14.934159054685171,22.899124655188587
2023-06-24,22.44415742683489,76.12508345829481,14.619597300860583,22.20183632249811
2023-06-25,22.444157437334287,77.20847934016919,14.516474155888725,21.61973859498871
2023-06-26,22.44415744026314,76.53182245075253,14.71413823982174,21.675095413760943
2023-06-27,22.444157440001845,76.23677061213992,15.035514730674455,22.163769774965395
2023-06-28,22.444157439189933,77.24788424068863,15.282890802766778,22.88450141775694
2023-06-29,22.444157438689945,76.50978966304662,15.281399783607164,23.24986190854861
2023-06-30,22.444157438522705,76.33890900885646,15.057725290079068,23.149239603192797
2023-07-01,22.44415743851612,77.26923269177583,14.767817867836328,22.569271413575887
2023-07-02,22.44415743854774,76.48636036199011,14.608265529423502,21.98974528167532
2023-07-03,22.44415743857084,76.43289058501126,14.678965655508769,21.699393530778764
2023-07-04,22.444157438579836,77.27562427489418,14.913877425456736,21.94501814636124
2023-07-05,22.44415743858101,76.46379973676164,15.155037569131506,22.479471591502374
2023-07-06,22.44415743857987,76.51961921773656,15.234312169334435,23.010660318795274
2023-07-07,22.44415743857884,77.26967672486907,15.11835310459228,23.143800189898496
2023-07-08,22.444157438578376,76.44376024517669,14.8865501408329,22.862029065520048
2023-07-09,22.444157438578284,76.59965162809254,14.70784633160634,22.31655320616601
2023-07-10,22.44415743857832,77.25363117147256,14.688987822928018,21.909160269288364
2023-07-11,22.444157438578365,76.42740293921189,14.839688952895749,21.855318828771992
2023-07-12,22.444157438578387,76.67330563668659,15.044118728056924,22.209346258579085
2023-07-13,22.444157438578397,77.22943017997484,15.168702589096922,22.69573299269194
2023-07-14,22.444157438578397,76.41549401165332,15.132515087606114,23.02758854944452
2023-07-15,22.44415743857839,76.74074277348193,14.971704624175889,22.97316946000191
2023-07-16,22.44415743857839,77.19877516995605,14.798732527167267,22.60806419915748
2023-07-17,22.44415743857839,76.4084822453134,14.72905533699148,22.156535816597412
2023-07-18,22.44415743857839,76.80203079301009,14.802638147708214,21.93059074094368
2023-07-19,22.44415743857839,77.16316835305801,14.961246096097842,22.04636895402764
2023-07-20,22.44415743857839,76.4065617273987,15.096226996177744,22.432012267366787
2023-07-21,22.44415743857839,76.85719043015402,15.118286638738455,22.814569390476176
2023-07-22,22.44415743857839,77.12394315709506,15.021526071747685,22.963924080470523
2023-07-23,22.44415743857839,76.40972314633088,14.87532448849834,22.78213487847561
2023-07-24,22.44415743857839,76.90622977684144,14.781016353944556,22.410988113118133
2023-07-25,22.44415743857839,77.08228618372657,14.796080576598111,22.08497164670699
2023-07-26,22.44415743857839,76.41779618251707,14.905320553666384,22.019777150886725
2023-07-27,22.44415743857839,76.94916892236616,15.029587244088614,22.237065293579
2023-07-28,22.44415743857839,77.03925303190155,15.086896547110136,22.593975559208964
